1	23
2	28
3	11
4	27
5	27
6	12
7	13
8	29
9	25
10	28
11	15
12	23
13	11
14	23
15	11
16	21
17	27
18	13
19	2
20	25
21	17
22	14
23	14
24	19
25	21
26	25
27	26
28	17
29	14
30	14
31	10
32	21
33	23
34	11
35	2
36	14
37	24
38	21
39	5
40	15
41	19
42	29
43	28
44	17
45	27
46	9
47	29
48	25
49	16
50	15
51	24
52	16
53	6
54	20
55	24
56	23
57	16
58	16
59	26
60	20
61	11
62	27
63	29
64	17
65	23
66	25
67	17
68	21
69	27
70	20
71	6
72	23
73	7
74	1
75	18
76	3
77	28
78	6
79	12
80	1
81	17
82	6
83	17
84	25
85	26
86	23
87	14
88	18
89	15
90	21
91	20
92	21
93	28
94	21
95	29
96	29
97	23
98	21
99	23
100	11
101	25
102	17
103	27
104	26
105	11
106	8
107	15
108	17
109	6
110	18
111	25
112	17
113	21
114	17
115	4
116	6
117	1
118	24
119	7
120	23
121	23
122	22
123	8
124	28
125	11
126	15
127	17
128	19
129	6
130	27
131	25
132	16
133	24
134	6
135	13
136	16
137	26
138	6
139	23
140	18
141	28
142	6
143	22
144	17
145	10
146	5
147	25
148	25
149	20
150	29
151	26
152	13
153	25
154	26
155	13
156	15
157	26
158	16
159	5
160	23
161	21
162	2
163	11
164	14
165	26
166	16
167	20
168	23
169	27
170	28
171	21
172	25
173	23
174	21
175	1
176	28
177	23
178	25
179	29
180	21
181	24
182	21
183	14
184	5
185	27
186	24
187	26
188	24
189	15
190	14
191	14
192	23
193	26
194	26
195	10
196	25
197	10
198	12
199	11
200	24
201	29
202	24
203	25
204	14
205	21
206	10
207	21
208	18
209	22
210	25
211	28
212	20
213	14
214	21
215	17
216	21
217	23
218	17
219	25
220	28
221	27
222	20
223	11
224	28
225	28
226	25
227	21
228	24
229	17
230	22
231	1
232	14
233	24
234	17
235	18
236	4
237	22
238	18
239	23
240	8
241	15
242	3
243	3
244	10
245	2
246	27
247	20
248	24
249	14
250	7
251	12
252	24
253	24
254	6
255	23
256	9
257	15
258	24
259	3
260	3
261	19
262	24
263	17
264	29
265	13
266	29
267	4
268	21
269	3
270	11
271	17
272	2
273	15
274	19
275	10
276	25
277	17
278	6
279	26
280	14
281	20
282	25
283	11
284	23
285	6
286	17
287	24
288	21
289	28
290	24
291	26
292	10
293	16
294	23
295	20
296	8
297	15
298	21
299	28
300	22
301	11
302	26
303	16
304	15
305	13
306	28
307	25
308	10
309	21
310	12
311	25
312	22
313	12
314	24
315	22
316	6
317	24
318	5
319	6
320	14
321	1
322	10
323	5
324	27
325	17
326	21
327	28
328	25
329	10
330	25
331	15
332	27
333	29
334	22
335	15
336	21
337	26
338	11
339	15
340	22
341	24
342	2
343	22
344	26
345	19
346	12
347	6
348	23
349	9
350	25
351	20
352	10
353	28
354	14
355	24
356	21
357	23
358	21
359	28
360	6
361	3
362	21
363	21
364	20
365	16
366	15
367	10
368	24
369	16
370	23
371	27
372	10
373	18
374	28
375	24
376	13
377	10
378	17
379	22
380	3
381	19
382	8
383	21
384	11
385	21
386	6
387	19
388	24
389	5
390	29
391	17
392	26
393	20
394	25
395	23
396	26
397	14
398	13
399	6
400	21
401	14
402	6
403	26
404	10
405	11
406	13
407	13
408	21
409	16
410	25
411	18
412	2
413	12
414	15
415	27
416	27
417	15
418	13
419	17
420	26
421	13
422	2
423	15
424	23
425	16
426	23
427	27
428	7
429	8
430	13
431	21
432	16
433	24
434	17
435	26
436	27
437	25
438	10
439	17
440	19
441	22
442	16
443	24
444	29
445	21
446	29
447	13
448	14
449	18
450	22
451	17
452	2
453	6
454	3
455	14
456	21
457	2
458	24
459	21
460	22
461	21
462	18
463	11
464	29
465	11
466	26
467	8
468	24
469	27
470	12
471	20
472	22
473	25
474	11
475	22
476	12
477	28
478	13
479	25
480	6
481	25
482	26
483	1
484	12
485	21
486	13
487	21
488	28
489	6
490	23
491	29
492	15
493	5
494	14
495	4
496	24
497	11
498	26
499	7
500	14
501	26
502	4
503	25
504	25
505	24
506	15
507	28
508	20
509	21
510	10
511	14
512	13
513	11
514	15
515	10
516	22
517	21
518	5
519	11
520	27
521	10
522	29
523	24
524	14
525	21
526	15
527	6
528	10
529	20
530	7
531	17
532	11
533	13
534	19
535	28
536	26
537	29
538	17
539	27
540	23
541	28
542	15
543	24
544	12
545	28
546	26
547	21
548	22
549	12
550	9
551	1
552	28
553	27
554	15
555	10
556	11
557	6
558	17
559	22
560	18
561	13
562	23
563	7
564	29
565	21
566	6
567	13
568	24
569	24
570	19
571	19
572	10
573	22
574	28
575	8
576	27
577	27
578	21
579	22
580	6
581	28
582	6
583	22
584	25
585	24
586	6
587	8
588	6
589	26
590	25
591	24
592	9
593	25
594	27
595	6
596	15
597	9
598	13
599	22
600	28
601	12
602	18
603	24
604	2
605	6
606	27
607	15
608	25
609	7
610	20
611	21
612	9
613	21
614	14
615	23
616	28
617	19
618	21
619	11
620	19
621	13
622	21
623	11
624	10
625	11
626	12
627	11
628	18
629	21
630	15
631	13
632	8
633	26
634	22
635	11
636	15
637	11
638	15
639	13
640	28
641	23
642	20
643	6
644	17
645	19
646	21
647	11
648	26
649	24
650	11
651	28
652	26
653	21
654	4
655	21
656	26
657	1
658	20
659	12
660	7
661	1
662	7
663	23
664	26
665	4
666	26
667	17
668	17
669	9
670	26
671	6
672	21
673	11
674	28
675	20
676	2
677	14
678	5
679	26
680	21
681	11
682	19
683	13
684	29
685	14
686	24
687	10
688	22
689	25
690	25
691	24
692	20
693	11
694	26
695	21
696	2
697	17
698	6
699	6
700	22
701	24
702	10
703	15
704	10
705	19
706	15
707	13
708	12
709	27
710	11
711	12
712	17
713	21
714	15
715	11
716	17
717	17
718	14
719	11
720	19
721	19
722	22
723	4
724	21
725	17
726	2
727	5
728	13
729	21
730	6
731	11
732	26
733	11
734	6
735	9
736	28
737	8
738	10
739	22
740	28
741	14
742	8
743	27
744	4
745	23
746	25
747	24
748	23
749	27
750	11
751	28
752	4
753	27
754	28
755	27
756	28
757	25
758	25
759	19
760	5
761	14
762	24
763	14
764	16
765	24
766	24
767	22
768	3
769	10
770	17
771	15
772	13
773	6
774	11
775	11
776	5
777	24
778	20
779	27
780	24
781	24
782	17
783	28
784	26
785	14
786	22
787	19
788	17
789	5
790	22
791	4
792	17
793	28
794	25
795	19
796	13
797	4
798	14
799	10
800	17
801	13
802	21
803	11
804	18
805	14
806	13
807	15
808	24
809	4
810	14
811	13
812	18
813	15
814	12
815	20
816	25
817	17
818	20
819	26
820	23
821	22
822	14
823	24
824	28
825	4
826	24
827	22
828	22
829	24
830	26
831	12
832	14
833	22
834	12
835	26
836	23
837	17
838	17
839	11
840	25
841	15
842	25
843	19
844	6
845	11
846	24
847	24
848	22
849	21
850	24
851	19
852	13
853	21
854	20
855	22
856	21
857	28
858	21
859	11
860	18
861	14
862	17
863	17
864	28
865	17
866	21
867	13
868	13
869	12
870	6
871	26
872	17
873	12
874	18
875	23
876	17
877	21
878	6
879	23
880	22
881	17
882	21
883	21
884	19
885	18
886	27
887	11
888	17
889	22
890	8
891	17
892	22
893	13
894	18
895	13
896	14
897	14
898	22
899	25
900	13
901	26
902	9
903	28
904	21
905	22
906	21
907	24
908	22
909	11
910	6
911	12
912	18
913	28
914	15
915	14
916	28
917	13
918	16
919	11
920	19
921	25
922	21
923	25
924	23
925	23
926	28
927	20
928	6
929	14
930	6
931	15
932	15
933	25
934	11
935	22
936	11
937	15
938	22
939	25
940	21
941	26
942	15
943	19
944	11
945	6
946	24
947	21
948	28
949	6
950	14
951	18
952	24
953	19
954	22
955	25
956	25
957	17
958	14
959	14
960	21
961	21
962	25
963	25
964	23
965	25
966	6
967	26
968	27
969	21
970	14
971	26
972	25
973	11
974	21
975	12
976	17
977	26
978	17
979	6
980	28
981	20
982	24
983	14
984	26
985	24
986	17
987	15
988	12
989	25
990	25
991	24
992	21
993	21
994	21
995	24
996	21
997	21
998	22
999	28
1000	18
